FeatureCode,FeatureName,FeatureType,DateCode,Measurement,Units,Value,Crime or Offence
S12000036,City of Edinburgh,Council Area,2017/2018,Ratio,Crimes Or Offences Recorded,99,All Group 6: Antisocial offences
S12000036,City of Edinburgh,Council Area,2017/2018,Ratio,Crimes Or Offences Recorded,86,Offences: Group 6: Threatening and abusive behaviour
S12000036,City of Edinburgh,Council Area,2017/2018,Ratio,Crimes Or Offences Recorded,2,Offences: Group 7: Wildlife offences
S12000036,City of Edinburgh,Council Area,2017/2018,Count,Crimes Or Offences Recorded,5,Crimes: Group 1: Murder and culpable homicide
S12000036,City of Edinburgh,Council Area,2017/2018,Count,Crimes Or Offences Recorded,114,Offences: Group 7: Licensing offences
S12000036,City of Edinburgh,Council Area,2017/2018,Count,Crimes Or Offences Recorded,8639,Crimes: Group 3: Other theft
S12000036,City of Edinburgh,Council Area,2017/2018,Count,Crimes Or Offences Recorded,394,Offences: Group 8: Driving under the influence
S12000036,City of Edinburgh,Council Area,2017/2018,Ratio,Crimes Or Offences Recorded,6,Crimes: Group 5: Weapons possession (used)
S12000036,City of Edinburgh,Council Area,2017/2018,Count,Crimes Or Offences Recorded,22,Crimes: Group 2: Threatening to or disclosing intimate images
S12000036,City of Edinburgh,Council Area,2017/2018,Count,Crimes Or Offences Recorded,4223,Crimes: Group 3: Shoplifting
S12000036,City of Edinburgh,Council Area,2017/2018,Ratio,Crimes Or Offences Recorded,775,All Crimes
S12000036,City of Edinburgh,Council Area,2017/2018,Count,Crimes Or Offences Recorded,1314,Crimes: Group 3: Fraud
S12000036,City of Edinburgh,Council Area,2017/2018,Ratio,Crimes Or Offences Recorded,5,Offences: Group 6: Urinating etc.
S12000036,City of Edinburgh,Council Area,2017/2018,Ratio,Crimes Or Offences Recorded,6,Crimes: Group 5: Weapons possession (not used)
S12000036,City of Edinburgh,Council Area,2017/2018,Count,Crimes Or Offences Recorded,154,Offences: Group 6: Drunkenness and other disorderly conduct
S12000036,City of Edinburgh,Council Area,2017/2018,Ratio,Crimes Or Offences Recorded,82,Crimes: Group 3: Shoplifting
S12000036,City of Edinburgh,Council Area,2017/2018,Count,Crimes Or Offences Recorded,6547,Crimes: Group 1: Common assault
S12000036,City of Edinburgh,Council Area,2017/2018,Count,Crimes Or Offences Recorded,424,Offences: Group 8: Mobile phone offences
S12000036,City of Edinburgh,Council Area,2017/2018,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 2: Crimes associated with prostitution
S12000036,City of Edinburgh,Council Area,2017/2018,Count,Crimes Or Offences Recorded,1052,All Group 7: Miscellaneous offences
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,5,Crimes: Group 3: Theft by opening lockfast places
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,51,Crimes: Group 2: Indecent photos of children
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,362,Offences: Group 8: Vehicle defect offences
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,1,Crimes: Group 2: Indecent photos of children
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,3348,Offences: Group 8: Unlawful use of vehicle
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,98,Crimes: Group 4: Vandalism
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,8,Crimes: Group 5: Drugs - Supply
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,8,Crimes: Group 4: Reckless conduct
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,16,Offences: Group 7: Community and public order offences
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,60,Offences: Group 7: Other misc. offences
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,31,Crimes: Group 5: Drugs - Possession
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,8834,All Group 8: Road traffic offences
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,4988,Crimes: Group 4: Vandalism
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 1: Murder and culpable homicide
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,6,Crimes: Group 1: Other non-sexual violence
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,2,Crimes: Group 2: Communicating indecently
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,144,All Group 1: Non-sexual crimes of violence
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,1126,All Group 7: Miscellaneous offences
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,302,Crimes: Group 4: Fire-raising
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,20,All Group 2: Sexual crimes
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,7,Offences: Group 8: Vehicle defect offences
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,87,Offences: Group 6: Threatening and abusive behaviour
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,1098,Crimes: Group 3: Fraud
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,18116,All Group 3: Crimes of dishonesty
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,357,Offences: Group 8: Seat belt offences
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,14,Crimes: Group 3: Theft from a motor vehicle
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,185,Crimes: Group 2: Rape & attempted rape
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,3757,Crimes: Group 3: Shoplifting
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,24,Crimes: Group 3: Theft of a motor vehicle
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,268,Crimes: Group 3: Theft by opening lockfast places
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,406,Crimes: Group 4: Reckless conduct
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,126,Crimes: Group 1: Common assault
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,384,Offences: Group 6: Racially aggravated conduct
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,4,Crimes: Group 1: Murder and culpable homicide
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,39,Offences: Group 8: Other road traffic offences
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,211,Crimes: Group 1: Robbery
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,1569,Crimes: Group 5: Drugs - Possession
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,4007,All Group 5: Crimes against society
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,104,All Group 6: Antisocial offences
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,8,Crimes: Group 1: Serious assault and attempted murder
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,178,Offences: Group 6: Drunkenness and other disorderly conduct
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,921,Offences: Group 8: Speeding
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,306,Crimes: Group 1: Other non-sexual violence
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,5,Offences: Group 6: Urinating etc.
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,22,All Group 7: Miscellaneous offences
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,174,All Group 8: Road traffic offences
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,141,Crimes: Group 3: Other theft
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,300,All Offences
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,66,Offences: Group 8: Unlawful use of vehicle
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 1: Death by dangerous driving
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,548,Crimes: Group 3: Other dishonesty
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,712,All Crimes
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,395,Crimes: Group 2: Sexual assault
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,797,Offences: Group 7: Community and public order offences
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,991,All Group 2: Sexual crimes
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,357,All Group 3: Crimes of dishonesty
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,302,Crimes: Group 5: Weapons possession (not used)
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,7170,Crimes: Group 3: Other theft
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,15216,All Offences
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,36117,All Crimes
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,4429,Offences: Group 6: Threatening and abusive behaviour
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,112,All Group 4: Damage and reckless behaviour
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,394,Crimes: Group 5: Drugs - Supply
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,1,Offences: Group 7: Wildlife offences
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,3,Crimes: Group 2: Causing to view sexual activity or images
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,3,Crimes: Group 1: Death by dangerous driving
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,92,Crimes: Group 2: Other sexual crimes
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,5256,All Group 6: Antisocial offences
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,1981,Offences: Group 8: Other road traffic offences
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,18,Offences: Group 8: Speeding
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,34,Crimes: Group 5: Crimes against public justice
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,7,Offences: Group 8: Seat belt offences
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,74,Crimes: Group 3: Shoplifting
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,3,Offences: Group 7: Licensing offences
S12000036,City of Edinburgh,Council Area,2016/2017,Count,Crimes Or Offences Recorded,1201,Crimes: Group 3: Theft of a motor vehicle
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,8,Crimes: Group 2: Sexual assault
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,14,Offences: Group 8: Mobile phone offences
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,1,Offences: Group 7: Environmental offences
S12000036,City of Edinburgh,Council Area,2016/2017,Ratio,Crimes Or Offences Recorded,11,Crimes: Group 3: Other dishonesty
S12000036,City of Edinburgh,Council Area,2013/2014,Count,Crimes Or Offences Recorded,75,Offences: Group 7: Wildlife offences
S12000036,City of Edinburgh,Council Area,2013/2014,Count,Crimes Or Offences Recorded,168,Crimes: Group 2: Rape & attempted rape
S12000036,City of Edinburgh,Council Area,2013/2014,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 1: Death by dangerous driving
S12000036,City of Edinburgh,Council Area,2013/2014,Count,Crimes Or Offences Recorded,5425,All Group 5: Crimes against society
S12000036,City of Edinburgh,Council Area,2013/2014,Count,Crimes Or Offences Recorded,42401,All Crimes
S12000036,City of Edinburgh,Council Area,2013/2014,Count,Crimes Or Offences Recorded,242,Offences: Group 6: Drunkenness and other disorderly conduct
S12000036,City of Edinburgh,Council Area,2013/2014,Count,Crimes Or Offences Recorded,280,Crimes: Group 1: Robbery
S12000036,City of Edinburgh,Council Area,2013/2014,Count,Crimes Or Offences Recorded,7632,All Group 1: Non-sexual crimes of violence
S12000036,City of Edinburgh,Council Area,2013/2014,Count,Crimes Or Offences Recorded,97,Crimes: Group 2: Causing to view sexual activity or images
S12000036,City of Edinburgh,Council Area,2013/2014,Count,Crimes Or Offences Recorded,1240,Crimes: Group 3: Theft of a motor vehicle
S12000036,City of Edinburgh,Council Area,2013/2014,Ratio,Crimes Or Offences Recorded,2,Offences: Group 7: Wildlife offences
S12000036,City of Edinburgh,Council Area,2013/2014,Count,Crimes Or Offences Recorded,101,Offences: Group 7: Licensing offences
S12000036,City of Edinburgh,Council Area,2013/2014,Count,Crimes Or Offences Recorded,1800,Offences: Group 8: Seat belt offences
S12000036,City of Edinburgh,Council Area,2013/2014,Count,Crimes Or Offences Recorded,102,Crimes: Group 2: Crimes associated with prostitution
S12000036,City of Edinburgh,Council Area,2013/2014,Ratio,Crimes Or Offences Recorded,43,Offences: Group 8: Mobile phone offences
S12000036,City of Edinburgh,Council Area,2013/2014,Count,Crimes Or Offences Recorded,856,All Group 2: Sexual crimes
S12000036,City of Edinburgh,Council Area,2013/2014,Count,Crimes Or Offences Recorded,5,Crimes: Group 1: Death by dangerous driving
S12000036,City of Edinburgh,Council Area,2013/2014,Count,Crimes Or Offences Recorded,15028,All Group 8: Road traffic offences
S12000036,City of Edinburgh,Council Area,2013/2014,Count,Crimes Or Offences Recorded,484,Offences: Group 6: Racially aggravated conduct
S12000036,City of Edinburgh,Council Area,2013/2014,Ratio,Crimes Or Offences Recorded,6,Crimes: Group 2: Sexual assault
S12000036,City of Edinburgh,Council Area,2013/2014,Ratio,Crimes Or Offences Recorded,45,Offences: Group 8: Speeding
S12000036,City of Edinburgh,Council Area,2013/2014,Count,Crimes Or Offences Recorded,5995,All Group 4: Damage and reckless behaviour
S12000036,City of Edinburgh,Council Area,2013/2014,Ratio,Crimes Or Offences Recorded,137,Crimes: Group 1: Common assault
S12000036,City of Edinburgh,Council Area,2013/2014,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 2: Communicating indecently
S12000036,City of Edinburgh,Council Area,2013/2014,Ratio,Crimes Or Offences Recorded,124,Offences: Group 6: Threatening and abusive behaviour
S12000036,City of Edinburgh,Council Area,2013/2014,Count,Crimes Or Offences Recorded,334,Crimes: Group 4: Reckless conduct
S12000036,City of Edinburgh,Council Area,2013/2014,Count,Crimes Or Offences Recorded,1902,Crimes: Group 5: Drugs - Possession
S12000036,City of Edinburgh,Council Area,2013/2014,Ratio,Crimes Or Offences Recorded,37,Offences: Group 8: Seat belt offences
S12000036,City of Edinburgh,Council Area,2013/2014,Count,Crimes Or Offences Recorded,400,Offences: Group 8: Driving under the influence
S12000036,City of Edinburgh,Council Area,2013/2014,Ratio,Crimes Or Offences Recorded,84,Crimes: Group 3: Housebreaking
S12000036,City of Edinburgh,Council Area,2013/2014,Ratio,Crimes Or Offences Recorded,69,Offences: Group 8: Unlawful use of vehicle
S12000036,City of Edinburgh,Council Area,2013/2014,Ratio,Crimes Or Offences Recorded,9,Crimes: Group 5: Weapons possession (not used)
S12000036,City of Edinburgh,Council Area,2013/2014,Ratio,Crimes Or Offences Recorded,111,Crimes: Group 4: Vandalism
S12000036,City of Edinburgh,Council Area,2013/2014,Ratio,Crimes Or Offences Recorded,3,Crimes: Group 2: Rape & attempted rape
